fixture_id,window_5min,mean_pressure,max_pressure,high_intensity_count
11867572,95,0.0,0.0,0
11867572,100,0.0,0.0,0
11867572,105,0.0,0.0,0
11867572,110,0.0,0.0,0
11867572,115,0.0,0.0,0
11867572,120,0.0,0.0,0
11867573,-30,0.0,0.0,0
11867573,-25,0.0,0.0,0
11867573,-20,0.0,0.0,0
11867573,-15,0.0,0.0,0
11867573,-10,0.0,0.0,0
11867573,-5,0.0,0.0,0
11867573,0,0.0,0.0,0
11867573,5,0.0,0.0,0
11867573,10,0.0,0.0,0
11867573,15,7.0,3.0,2
11867573,20,0.0,0.0,0
11867573,25,0.0,0.0,0
11867573,30,1.0,1.0,0
11867573,35,0.0,0.0,0
11867573,40,0.0,0.0,0
11867573,45,2.0,1.0,0
11867573,50,0.0,0.0,0
11867573,55,0.0,0.0,0
11867573,60,1.0,1.0,0
11867573,65,0.0,0.0,0
11867573,70,0.3,0.3,0
11867573,75,1.0,1.0,0
11867573,80,4.5,3.0,1
11867573,85,1.0,1.0,0
11867573,90,1.3,1.0,0
11867573,95,0.0,0.0,0
11867573,100,0.0,0.0,0
11867573,105,0.0,0.0,0
11867573,110,0.0,0.0,0
11867573,115,0.0,0.0,0
11867573,120,0.0,0.0,0
11867574,-30,0.0,0.0,0
11867574,-25,0.0,0.0,0
11867574,-20,0.0,0.0,0
11867574,-15,0.0,0.0,0
11867574,-10,0.0,0.0,0
11867574,-5,0.0,0.0,0
11867574,0,0.0,0.0,0
11867574,5,0.0,0.0,0
11867574,10,0.0,0.0,0
11867574,15,0.0,0.0,0
11867574,20,3.0,3.0,1
11867574,25,0.0,0.0,0
11867574,30,0.0,0.0,0
11867574,35,0.0,0.0,0
11867574,40,0.0,0.0,0
11867574,45,1.0,1.0,0
11867574,50,2.5,2.5,1
11867574,55,0.0,0.0,0
11867574,60,1.0,1.0,0
11867574,65,0.0,0.0,0
11867574,70,0.3,0.3,0
11867574,75,1.6,1.0,0
11867574,80,3.5,2.5,1
11867574,85,0.6,0.3,0
11867574,90,1.3,1.0,0
11867574,95,0.0,0.0,0
11867574,100,0.0,0.0,0
11867574,105,0.0,0.0,0
11867574,110,0.0,0.0,0
11867574,115,0.0,0.0,0
11867574,120,0.0,0.0,0
11867575,-30,0.0,0.0,0
11867575,-25,0.0,0.0,0
11867575,-20,0.0,0.0,0
11867575,-15,0.0,0.0,0
11867575,-10,0.0,0.0,0
11867575,-5,0.0,0.0,0
11867575,0,0.0,0.0,0
11867575,5,0.0,0.0,0
11867575,10,0.0,0.0,0
11867575,15,1.0,1.0,0
11867575,20,0.0,0.0,0
11867575,25,0.0,0.0,0
11867575,30,0.3,0.3,0
11867575,35,0.0,0.0,0
11867575,40,0.0,0.0,0
11867575,45,5.8,3.0,2
11867575,50,0.0,0.0,0
11867575,55,1.9,1.0,0
11867575,60,0.3,0.3,0
11867575,65,0.0,0.0,0
11867575,70,3.3,3.0,1
11867575,75,0.3,0.3,0
11867575,80,0.0,0.0,0
11867575,85,0.0,0.0,0
11867575,90,0.0,0.0,0
11867575,95,0.0,0.0,0
11867575,100,0.0,0.0,0
11867575,105,0.0,0.0,0
11867575,110,0.0,0.0,0
11867575,115,0.0,0.0,0
11867575,120,0.0,0.0,0
11867576,-30,0.0,0.0,0
11867576,-25,0.0,0.0,0
11867576,-20,0.0,0.0,0
11867576,-15,0.0,0.0,0
11867576,-10,0.0,0.0,0
11867576,-5,0.0,0.0,0
11867576,0,0.0,0.0,0
11867576,5,0.0,0.0,0
11867576,10,0.0,0.0,0
11867576,15,0.0,0.0,0
11867576,20,3.0,3.0,1
11867576,25,0.0,0.0,0
11867576,30,3.0,3.0,1
11867576,35,0.0,0.0,0
11867576,40,3.0,3.0,1
11867576,45,2.0,1.0,0
11867576,50,0.0,0.0,0
11867576,55,0.8999999999999999,0.3,0
11867576,60,0.6,0.3,0
11867576,65,0.0,0.0,0
11867576,70,0.0,0.0,0
11867576,75,0.3,0.3,0
11867576,80,1.6,1.0,0
11867576,85,0.3,0.3,0
11867576,90,1.0,1.0,0
11867576,95,0.0,0.0,0
11867576,100,0.0,0.0,0
11867576,105,0.0,0.0,0
11867576,110,0.0,0.0,0
11867576,115,0.0,0.0,0
11867576,120,0.0,0.0,0
11867577,-30,0.0,0.0,0
11867577,-25,0.0,0.0,0
11867577,-20,0.0,0.0,0
11867577,-15,0.0,0.0,0
11867577,-10,0.0,0.0,0
11867577,-5,0.0,0.0,0
11867577,0,0.0,0.0,0
11867577,5,0.0,0.0,0
11867577,10,0.0,0.0,0
11867577,15,0.0,0.0,0
11867577,20,0.0,0.0,0
11867577,25,0.0,0.0,0
11867577,30,0.3,0.3,0
11867577,35,0.0,0.0,0
11867577,40,0.0,0.0,0
11867577,45,0.0,0.0,0
11867577,50,0.3,0.3,0
11867577,55,0.0,0.0,0
11867577,60,0.0,0.0,0
11867577,65,0.0,0.0,0
11867577,70,0.3,0.3,0
11867577,75,3.3,3.0,1
11867577,80,0.6,0.3,0
11867577,85,0.3,0.3,0
11867577,90,0.0,0.0,0
11867577,95,2.5,2.5,1
11867577,100,0.0,0.0,0
11867577,105,0.0,0.0,0
11867577,110,0.0,0.0,0
11867577,115,0.0,0.0,0
11867577,120,0.0,0.0,0
11867578,-30,0.0,0.0,0
11867578,-25,0.0,0.0,0
11867578,-20,0.0,0.0,0
11867578,-15,0.0,0.0,0
11867578,-10,0.0,0.0,0
11867578,-5,0.0,0.0,0
11867578,0,0.0,0.0,0
11867578,5,0.0,0.0,0
11867578,10,0.0,0.0,0
11867578,15,0.0,0.0,0
11867578,20,0.0,0.0,0
11867578,25,0.0,0.0,0
11867578,30,0.0,0.0,0
11867578,35,0.0,0.0,0
11867578,40,0.0,0.0,0
11867578,45,3.0,3.0,1
11867578,50,0.0,0.0,0
11867578,55,1.0,1.0,0
11867578,60,2.0,1.0,0
11867578,65,0.3,0.3,0
11867578,70,0.3,0.3,0
11867578,75,0.8999999999999999,0.3,0
11867578,80,0.6,0.3,0
11867578,85,1.6,1.0,0
11867578,90,0.0,0.0,0
11867578,95,0.0,0.0,0
11867578,100,0.0,0.0,0
11867578,105,0.0,0.0,0
11867578,110,0.0,0.0,0
11867578,115,0.0,0.0,0
11867578,120,0.0,0.0,0
11867579,-30,0.0,0.0,0
11867579,-25,0.0,0.0,0
11867579,-20,0.0,0.0,0
11867579,-15,0.0,0.0,0
11867579,-10,0.0,0.0,0
11867579,-5,0.0,0.0,0
11867579,0,0.0,0.0,0
11867579,5,0.0,0.0,0
11867579,10,0.0,0.0,0
11867579,15,0.0,0.0,0
11867579,20,0.0,0.0,0
11867579,25,0.0,0.0,0
11867579,30,0.0,0.0,0
11867579,35,1.0,1.0,0
11867579,40,0.0,0.0,0
11867579,45,3.0,3.0,1
11867579,50,0.0,0.0,0
11867579,55,0.0,0.0,0
11867579,60,0.6,0.3,0
11867579,65,1.0,1.0,0
11867579,70,0.3,0.3,0
11867579,75,3.0,3.0,1
11867579,80,0.6,0.3,0
11867579,85,0.0,0.0,0
11867579,90,1.0,1.0,0
11867579,95,0.0,0.0,0
11867579,100,0.0,0.0,0
11867579,105,0.0,0.0,0
11867579,110,0.0,0.0,0
11867579,115,0.0,0.0,0
11867579,120,0.0,0.0,0
11867580,-30,0.0,0.0,0
11867580,-25,0.0,0.0,0
11867580,-20,0.0,0.0,0
11867580,-15,0.0,0.0,0
11867580,-10,0.0,0.0,0
11867580,-5,0.0,0.0,0
11867580,0,0.0,0.0,0
11867580,5,0.0,0.0,0
11867580,10,0.0,0.0,0
11867580,15,0.3,0.3,0
11867580,20,0.0,0.0,0
11867580,25,0.0,0.0,0
11867580,30,0.0,0.0,0
11867580,35,0.0,0.0,0
11867580,40,0.0,0.0,0
11867580,45,0.0,0.0,0
11867580,50,0.0,0.0,0
11867580,55,1.0,1.0,0
11867580,60,2.2,1.0,0
11867580,65,0.0,0.0,0
11867580,70,4.6,3.0,1
11867580,75,0.0,0.0,0
11867580,80,0.0,0.0,0
11867580,85,3.0,3.0,1
11867580,90,0.0,0.0,0
11867580,95,0.0,0.0,0
11867580,100,0.0,0.0,0
11867580,105,0.0,0.0,0
11867580,110,0.0,0.0,0
11867580,115,0.0,0.0,0
11867580,120,0.0,0.0,0
11867581,-30,0.0,0.0,0
11867581,-25,0.0,0.0,0
11867581,-20,0.0,0.0,0
11867581,-15,0.0,0.0,0
11867581,-10,0.0,0.0,0
11867581,-5,0.0,0.0,0
11867581,0,0.0,0.0,0
11867581,5,0.0,0.0,0
11867581,10,0.0,0.0,0
11867581,15,0.0,0.0,0
11867581,20,0.0,0.0,0
11867581,25,3.0,3.0,1
11867581,30,0.0,0.0,0
11867581,35,0.0,0.0,0
11867581,40,0.0,0.0,0
11867581,45,0.8999999999999999,0.3,0
11867581,50,0.0,0.0,0
11867581,55,0.3,0.3,0
11867581,60,0.0,0.0,0
11867581,65,0.0,0.0,0
11867581,70,0.3,0.3,0
11867581,75,4.3,3.0,1
11867581,80,1.0,1.0,0
11867581,85,0.0,0.0,0
11867581,90,1.0,1.0,0
11867581,95,0.0,0.0,0
11867581,100,0.0,0.0,0
11867581,105,0.0,0.0,0
11867581,110,0.0,0.0,0
11867581,115,0.0,0.0,0
11867581,120,0.0,0.0,0
11867582,-30,0.0,0.0,0
11867582,-25,0.0,0.0,0
11867582,-20,0.0,0.0,0
11867582,-15,0.0,0.0,0
11867582,-10,0.0,0.0,0
11867582,-5,0.0,0.0,0
11867582,0,0.0,0.0,0
11867582,5,3.0,3.0,1
11867582,10,0.0,0.0,0
11867582,15,1.0,1.0,0
11867582,20,0.0,0.0,0
11867582,25,0.0,0.0,0
11867582,30,0.0,0.0,0
11867582,35,3.0,3.0,1
11867582,40,0.0,0.0,0
11867582,45,0.6,0.3,0
11867582,50,0.0,0.0,0
11867582,55,0.0,0.0,0
11867582,60,0.0,0.0,0
11867582,65,0.8999999999999999,0.3,0
11867582,70,0.3,0.3,0
11867582,75,0.8999999999999999,0.3,0
11867582,80,0.0,0.0,0
11867582,85,3.0,3.0,1
11867582,90,1.3,1.0,0
11867582,95,0.0,0.0,0
11867582,100,0.0,0.0,0
11867582,105,0.0,0.0,0
11867582,110,0.0,0.0,0
11867582,115,0.0,0.0,0
11867582,120,0.0,0.0,0
11867583,-30,0.0,0.0,0
11867583,-25,0.0,0.0,0
11867583,-20,0.0,0.0,0
11867583,-15,0.0,0.0,0
11867583,-10,0.0,0.0,0
11867583,-5,0.0,0.0,0
11867583,0,0.0,0.0,0
11867583,5,0.0,0.0,0
11867583,10,0.0,0.0,0
11867583,15,0.0,0.0,0
11867583,20,0.0,0.0,0
11867583,25,3.0,3.0,1
11867583,30,1.0,1.0,0
11867583,35,1.0,1.0,0
11867583,40,0.0,0.0,0
11867583,45,0.0,0.0,0
11867583,50,0.0,0.0,0
11867583,55,3.5999999999999996,3.0,1
11867583,60,3.3,3.0,1
11867583,65,1.3,1.0,0
11867583,70,1.0,1.0,0
11867583,75,0.0,0.0,0
11867583,80,0.0,0.0,0
11867583,85,1.3,1.0,0
11867583,90,3.3,3.0,1
11867583,95,0.0,0.0,0
11867583,100,0.0,0.0,0
11867583,105,0.0,0.0,0
11867583,110,0.0,0.0,0
11867583,115,0.0,0.0,0
11867583,120,0.0,0.0,0
11867584,-30,0.0,0.0,0
11867584,-25,0.0,0.0,0
11867584,-20,0.0,0.0,0
11867584,-15,0.0,0.0,0
11867584,-10,0.0,0.0,0
11867584,-5,0.0,0.0,0
11867584,0,0.0,0.0,0
11867584,5,1.0,1.0,0
11867584,10,0.0,0.0,0
11867584,15,3.0,3.0,1
11867584,20,0.0,0.0,0
11867584,25,0.0,0.0,0
11867584,30,0.0,0.0,0
11867584,35,0.0,0.0,0
11867584,40,0.0,0.0,0
11867584,45,0.6,0.3,0
11867584,50,0.0,0.0,0
11867584,55,0.3,0.3,0
11867584,60,0.0,0.0,0
11867584,65,3.6,3.0,1
11867584,70,0.0,0.0,0
11867584,75,0.8999999999999999,0.3,0
11867584,80,0.0,0.0,0
11867584,85,0.0,0.0,0
11867584,90,0.0,0.0,0
11867584,95,0.0,0.0,0
11867584,100,0.0,0.0,0
11867584,105,0.0,0.0,0
11867584,110,0.0,0.0,0
11867584,115,0.0,0.0,0
11867584,120,0.0,0.0,0
11867585,-30,0.0,0.0,0
11867585,-25,0.0,0.0,0
11867585,-20,0.0,0.0,0
11867585,-15,0.0,0.0,0
11867585,-10,0.0,0.0,0
11867585,-5,0.0,0.0,0
11867585,0,0.0,0.0,0
11867585,5,4.0,3.0,1
11867585,10,3.0,3.0,1
11867585,15,0.0,0.0,0
11867585,20,0.0,0.0,0
11867585,25,0.0,0.0,0
11867585,30,0.0,0.0,0
11867585,35,4.0,3.0,1
11867585,40,0.0,0.0,0
11867585,45,3.3,3.0,1
11867585,50,0.0,0.0,0
11867585,55,0.0,0.0,0
11867585,60,0.0,0.0,0
11867585,65,0.3,0.3,0
11867585,70,0.6,0.3,0
11867585,75,0.0,0.0,0
11867585,80,0.3,0.3,0
11867585,85,0.3,0.3,0
11867585,90,0.3,0.3,0
11867585,95,0.0,0.0,0
11867585,100,0.0,0.0,0
11867585,105,0.0,0.0,0
11867585,110,0.0,0.0,0
11867585,115,0.0,0.0,0
11867585,120,0.0,0.0,0
11867586,-30,0.0,0.0,0
11867586,-25,0.0,0.0,0
11867586,-20,0.0,0.0,0
11867586,-15,0.0,0.0,0
11867586,-10,0.0,0.0,0
11867586,-5,0.0,0.0,0
11867586,0,0.0,0.0,0
11867586,5,0.0,0.0,0
11867586,10,0.0,0.0,0
11867586,15,0.0,0.0,0
11867586,20,0.0,0.0,0
11867586,25,0.0,0.0,0
11867586,30,1.0,1.0,0
11867586,35,0.0,0.0,0
11867586,40,3.0,3.0,1
11867586,45,1.3,1.0,0
11867586,50,0.0,0.0,0
11867586,55,2.0,2.0,1
11867586,60,0.0,0.0,0
11867586,65,0.6,0.3,0
11867586,70,0.3,0.3,0
11867586,75,1.3,1.0,0
11867586,80,0.3,0.3,0
11867586,85,0.3,0.3,0
11867586,90,1.3,1.0,0
11867586,95,3.0,3.0,1
11867586,100,0.0,0.0,0
11867586,105,0.0,0.0,0
11867586,110,0.0,0.0,0
11867586,115,0.0,0.0,0
11867586,120,0.0,0.0,0
11867587,-30,0.0,0.0,0
11867587,-25,0.0,0.0,0
11867587,-20,0.0,0.0,0
11867587,-15,0.0,0.0,0
11867587,-10,0.0,0.0,0
11867587,-5,0.0,0.0,0
11867587,0,0.0,0.0,0
11867587,5,0.0,0.0,0
11867587,10,0.0,0.0,0
11867587,15,0.0,0.0,0
11867587,20,0.0,0.0,0
11867587,25,3.3,3.0,1
11867587,30,0.0,0.0,0
11867587,35,1.0,1.0,0
11867587,40,0.0,0.0,0
11867587,45,0.3,0.3,0
11867587,50,0.0,0.0,0
11867587,55,0.0,0.0,0
11867587,60,1.6,1.0,0
11867587,65,0.0,0.0,0
11867587,70,1.6,1.0,0
11867587,75,0.3,0.3,0
11867587,80,1.0,1.0,0
11867587,85,1.0,1.0,0
11867587,90,1.3,1.0,0
11867587,95,0.0,0.0,0
11867587,100,0.0,0.0,0
11867587,105,0.0,0.0,0
11867587,110,0.0,0.0,0
11867587,115,0.0,0.0,0
11867587,120,0.0,0.0,0
11867588,-30,0.0,0.0,0
11867588,-25,0.0,0.0,0
11867588,-20,0.0,0.0,0
11867588,-15,0.0,0.0,0
11867588,-10,0.0,0.0,0
11867588,-5,0.0,0.0,0
11867588,0,0.0,0.0,0
11867588,5,0.0,0.0,0
11867588,10,0.0,0.0,0
11867588,15,0.0,0.0,0
11867588,20,1.0,1.0,0
11867588,25,1.0,1.0,0
11867588,30,1.0,1.0,0
11867588,35,0.0,0.0,0
11867588,40,0.0,0.0,0
11867588,45,1.0,1.0,0
11867588,50,0.0,0.0,0
11867588,55,0.6,0.3,0
11867588,60,1.0,1.0,0
11867588,65,0.0,0.0,0
11867588,70,1.2,0.3,0
11867588,75,0.0,0.0,0
11867588,80,0.0,0.0,0
11867588,85,1.6,1.0,0
11867588,90,0.0,0.0,0
11867588,95,0.0,0.0,0
11867588,100,0.0,0.0,0
11867588,105,0.0,0.0,0
11867588,110,0.0,0.0,0
11867588,115,0.0,0.0,0
11867588,120,0.0,0.0,0
11867589,-30,0.0,0.0,0
11867589,-25,0.0,0.0,0
11867589,-20,0.0,0.0,0
11867589,-15,0.0,0.0,0
11867589,-10,0.0,0.0,0
11867589,-5,0.0,0.0,0
11867589,0,0.0,0.0,0
11867589,5,0.0,0.0,0
11867589,10,0.0,0.0,0
11867589,15,0.0,0.0,0
11867589,20,3.0,3.0,1
11867589,25,0.0,0.0,0
11867589,30,0.0,0.0,0
11867589,35,3.0,3.0,1
11867589,40,3.0,3.0,1
11867589,45,3.0,3.0,1
11867589,50,3.0,3.0,1
11867589,55,0.8999999999999999,0.3,0
11867589,60,3.0,3.0,1
11867589,65,0.6,0.3,0
11867589,70,3.0,3.0,1
11867589,75,0.3,0.3,0
11867589,80,4.0,3.0,1
11867589,85,0.8999999999999999,0.3,0
11867589,90,0.0,0.0,0
11867589,95,0.0,0.0,0
11867589,100,0.0,0.0,0
11867589,105,0.0,0.0,0
11867589,110,0.0,0.0,0
11867589,115,0.0,0.0,0
11867589,120,0.0,0.0,0
11867590,-30,0.0,0.0,0
11867590,-25,0.0,0.0,0
11867590,-20,0.0,0.0,0
11867590,-15,0.0,0.0,0
11867590,-10,0.0,0.0,0
11867590,-5,0.0,0.0,0
11867590,0,0.0,0.0,0
11867590,5,0.0,0.0,0
11867590,10,0.0,0.0,0
11867590,15,0.0,0.0,0
11867590,20,0.0,0.0,0
11867590,25,0.0,0.0,0
11867590,30,0.0,0.0,0
11867590,35,0.0,0.0,0
11867590,40,1.0,1.0,0
11867590,45,2.8,2.5,1
11867590,50,3.0,3.0,1
11867590,55,0.0,0.0,0
11867590,60,0.0,0.0,0
