fixture_id,match,kickoff_utc,gameweek,home_team,away_team,derby,derby_name,home_position_pre,away_position_pre,home_points_pre,away_points_pre,home_gd_pre,away_gd_pre,home_goals_pre,away_goals_pre,home_goals_final,away_goals_final,row_type,row_type_priority,minute_sort,minute,extra_minute,minute_label,participant_id,participant_name,participant_location,player_id,player_name,related_player_id,related_player_name,event_category,event_type_name,event_type_code,info,addition,period_label,time_added_minutes,first_half_added_minutes,second_half_added_minutes,whistle_type,whistle_utc,pressure_value,row_sequence_in_match,row_sequence_global
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,event,4,72.0,72.0,,72,51.0,Crystal Palace,home,927.0,Jeffrey Schlupp,498.0,James McArthur,substitution,Substitution,substitution,,,,,0.0,,,,,10,320
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,event,4,78.0,78.0,,78,14.0,Manchester United,away,1829.0,Anthony Martial,1878.0,Marcus Rashford,goal,Goal,goal,,2nd Goal,,,0.0,,,,,11,321
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,event,4,83.0,83.0,,83,51.0,Crystal Palace,home,25399.0,J. Riedewald,526.0,James McCarthy,substitution,Substitution,substitution,,,,,0.0,,,,,12,322
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,event,4,84.0,84.0,,84,51.0,Crystal Palace,home,4598710.0,T. Mitchell,712.0,Patrick van Aanholt,substitution,Substitution,substitution,,,,,0.0,,,,,13,323
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-16 21:00:00+00:00,,14,324
11867579,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,3,Crystal Palace,Manchester United,0,,,,,,,,,,0,2,event,4,93.0,90.0,3.0,90+3,51.0,Crystal Palace,home,5371.0,Luka Milivojevic,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,15,325
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,pre_match,0,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1,326
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,period,2,0.0,0.0,,,,,,,,,,period,period,,,,1st_half,0.0,0.0,,,,,2,327
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,16.0,16.0,,16,13.0,Everton,home,32404895.0,Jarrad Branthwaite,1692.0,Mason Holgate,substitution,Substitution,substitution,,,,,0.0,,,,,3,328
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,period,2,45.0,45.0,,,,,,,,,,period,period,,,,2nd_half,,0.0,,,,,4,329
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,whistle,5,45.0,45.0,,,,,,,,,,,,,,,,,0.0,,half_time,2020-07-16 17:45:00+00:00,,5,330
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,56.0,56.0,,56,13.0,Everton,home,95368.0,L. Digne,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,6,331
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,61.0,61.0,,61,13.0,Everton,home,219633.0,Richarlison,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,7,332
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,62.0,62.0,,62,13.0,Everton,home,9611543.0,A. Gordon,205595.0,Bernard,substitution,Substitution,substitution,,,,,0.0,,,,,8,333
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,62.0,62.0,,62,13.0,Everton,home,53.0,T. Walcott,1881.0,Alex Iwobi,substitution,Substitution,substitution,,,,,0.0,,,,,9,334
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,64.0,64.0,,64,15.0,Aston Villa,away,4579.0,Keinan Davis,62600.0,Ally Samatta,substitution,Substitution,substitution,,,,,0.0,,,,,10,335
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,64.0,64.0,,64,15.0,Aston Villa,away,25354.0,Anwar El Ghazi,62879.0,Mahmoud Trezeguet,substitution,Substitution,substitution,,,,,0.0,,,,,11,336
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,70.0,70.0,,70,15.0,Aston Villa,away,628.0,Ahmed El-Mohamady,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,12,337
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,72.0,72.0,,72,15.0,Aston Villa,away,7124.0,E. Konsa,3371.0,Conor Hourihane,goal,Goal,goal,,1st Goal,,,0.0,,,,,13,338
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,73.0,73.0,,73,13.0,Everton,home,814.0,Dejan Joksimovic,1706.0,Tom Davies,substitution,Substitution,substitution,,,,,0.0,,,,,14,339
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,74.0,74.0,,74,13.0,Everton,home,133769.0,Moise Kean,219633.0,Richarlison,substitution,Substitution,substitution,,,,,0.0,,,,,15,340
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,event,4,87.0,87.0,,87,13.0,Everton,home,53.0,T. Walcott,159372.0,André Gomes,goal,Goal,goal,,2nd Goal,,,0.0,,,,,16,341
11867580,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,3,Everton,Aston Villa,0,,,,,,,,,,1,1,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-16 18:45:00+00:00,,17,342
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,pre_match,0,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1,343
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,period,2,0.0,0.0,,,,,,,,,,period,period,,,,1st_half,0.0,0.0,,,,,2,344
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,29.0,29.0,,29,42.0,Leicester City,home,1396.0,Ayoze Pérez,10309700.0,L. Thomas,goal,Goal,goal,,1st Goal,,,0.0,,,,,3,345
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,period,2,45.0,45.0,,,,,,,,,,period,period,,,,2nd_half,,0.0,,,,,4,346
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,whistle,5,45.0,45.0,,,,,,,,,,,,,,,,,0.0,,half_time,2020-07-16 17:45:00+00:00,,5,347
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,46.0,46.0,,46,21.0,Sheffield United,away,5858.0,John Fleck,3230.0,Ben Osborn,substitution,Substitution,substitution,,,,,0.0,,,,,6,348
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,46.0,46.0,,46,21.0,Sheffield United,away,4901.0,Lys Mousset,2191.0,David McGoldrick,substitution,Substitution,substitution,,,,,0.0,,,,,7,349
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,46.0,46.0,,46,21.0,Sheffield United,away,3262.0,John Lundstram,64193.0,Sander Berge,substitution,Substitution,substitution,,,,,0.0,,,,,8,350
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,59.0,59.0,,59,21.0,Sheffield United,away,1384.0,Billy Sharp,506.0,Chris Basham,substitution,Substitution,substitution,,,,,0.0,,,,,9,351
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,71.0,71.0,,71,42.0,Leicester City,home,6518.0,Hamza Choudhury,1396.0,Ayoze Pérez,substitution,Substitution,substitution,,,,,0.0,,,,,10,352
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,75.0,75.0,,75,42.0,Leicester City,home,612.0,Jonny Evans ,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,11,353
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,76.0,76.0,,76,42.0,Leicester City,home,1572.0,Demarai Gray,10601.0,Harvey Barnes,substitution,Substitution,substitution,,,,,0.0,,,,,12,354
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,79.0,79.0,,79,42.0,Leicester City,home,1572.0,Demarai Gray,1182.0,Jamie Vardy,goal,Goal,goal,,2nd Goal,,,0.0,,,,,13,355
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,80.0,80.0,,80,21.0,Sheffield United,away,3305.0,John Egan,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,14,356
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-16 18:45:00+00:00,,15,357
11867581,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,3,Leicester City,Sheffield United,0,,,,,,,,,,2,0,event,4,93.0,90.0,3.0,90+3,21.0,Sheffield United,away,5858.0,John Fleck,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,16,358
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,pre_match,0,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1,359
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,period,2,0.0,0.0,,,,,,,,,,period,period,,,,1st_half,0.0,0.0,,,,,2,360
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,6.0,6.0,,6,9.0,Manchester City,home,294.0,David Silva,,,goal,Goal,goal,,1st Goal,,,0.0,,,,,3,361
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,17.0,17.0,,17,52.0,AFC Bournemouth,away,7655.0,Lloyd Kelly,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,4,362
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,39.0,39.0,,39,9.0,Manchester City,home,5329.0,Gabriel Jesus ,294.0,David Silva,goal,Goal,goal,,2nd Goal,,,0.0,,,,,5,363
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,period,2,45.0,45.0,,,,,,,,,,period,period,,,,2nd_half,,0.0,,,,,6,364
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,whistle,5,45.0,45.0,,,,,,,,,,,,,,,,,0.0,,half_time,2020-07-15 17:45:00+00:00,,7,365
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,46.0,46.0,,46,9.0,Manchester City,home,802.0,Raheem Sterling ,96353.0,Bernardo Silva,substitution,Substitution,substitution,,,,,0.0,,,,,8,366
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,46.0,46.0,,46,9.0,Manchester City,home,4545389.0,Eric García,911.0,Kyle Walker,substitution,Substitution,substitution,,,,,0.0,,,,,9,367
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,68.0,68.0,,68,9.0,Manchester City,home,186910.0,Rodri,4842.0,Ilkay Gündogan,substitution,Substitution,substitution,,,,,0.0,,,,,10,368
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,69.0,69.0,,69,52.0,AFC Bournemouth,away,1065.0,Callum Wilson,4203.0,Dominic Solanke,substitution,Substitution,substitution,,,,,0.0,,,,,11,369
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,69.0,69.0,,69,52.0,AFC Bournemouth,away,9808.0,David Brooks ,513.0,Junior Stanislas,substitution,Substitution,substitution,,,,,0.0,,,,,12,370
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,70.0,70.0,,70,52.0,AFC Bournemouth,away,1834.0,Lewis Cook,568.0,Dan Gosling,substitution,Substitution,substitution,,,,,0.0,,,,,13,371
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,77.0,77.0,,77,52.0,AFC Bournemouth,away,5403.0,Harry Wilson,1029.0,Joshua King,substitution,Substitution,substitution,,,,,0.0,,,,,14,372
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,77.0,77.0,,77,9.0,Manchester City,home,971.0,Riyad Mahrez,5329.0,Gabriel Jesus ,substitution,Substitution,substitution,,,,,0.0,,,,,15,373
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,77.0,77.0,,77,9.0,Manchester City,home,26603.0,Oleksandr Zinchenko,96183.0,Benjamin Mendy ,substitution,Substitution,substitution,,,,,0.0,,,,,16,374
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,88.0,88.0,,88,52.0,AFC Bournemouth,away,9808.0,David Brooks ,1065.0,Callum Wilson,goal,Goal,goal,,3rd Goal,,,0.0,,,,,17,375
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,90.0,90.0,,90,52.0,AFC Bournemouth,away,332147.0,Sam Surridge,6087.0,Philip Billing,substitution,Substitution,substitution,,,,,0.0,,,,,18,376
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-15 18:45:00+00:00,,19,377
11867582,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,3,Manchester City,AFC Bournemouth,0,,,,,,,,,,2,1,event,4,94.0,90.0,4.0,90+4,9.0,Manchester City,home,4545389.0,Eric García,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,20,378
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,pre_match,0,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1,379
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,period,2,0.0,0.0,,,,,,,,,,period,period,,,,1st_half,0.0,0.0,,,,,2,380
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,27.0,27.0,,27,6.0,Tottenham Hotspur,away,4313.0,Heung-min Son,97664.0,Giovani Lo Celso,goal,Goal,goal,,1st Goal,,,0.0,,,,,3,381
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,30.0,30.0,,30,6.0,Tottenham Hotspur,away,988.0,Toby Alderweireld,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,4,382
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,35.0,35.0,,35,20.0,Newcastle United,home,1310.0,Federico Fernández,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,5,383
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,period,2,45.0,45.0,,,,,,,,,,period,period,,,,2nd_half,,0.0,,,,,6,384
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,whistle,5,45.0,45.0,,,,,,,,,,,,,,,,,0.0,,half_time,2020-07-15 17:45:00+00:00,,7,385
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,55.0,55.0,,55,20.0,Newcastle United,home,52296.0,Valentino Lazaro,4317.0,DeAndre Yedlin,substitution,Substitution,substitution,,,,,0.0,,,,,8,386
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,56.0,56.0,,56,20.0,Newcastle United,home,1061.0,Matt Ritchie,,,goal,Goal,goal,,2nd Goal,,,0.0,,,,,9,387
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,57.0,57.0,,57,6.0,Tottenham Hotspur,away,25776.0,Steven Bergwijn ,95998.0,Lucas Moura,substitution,Substitution,substitution,,,,,0.0,,,,,10,388
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,60.0,60.0,,60,6.0,Tottenham Hotspur,away,997.0,Harry Kane,25776.0,Steven Bergwijn ,goal,Goal,goal,,3rd Goal,,,0.0,,,,,11,389
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,62.0,62.0,,62,6.0,Tottenham Hotspur,away,941.0,Erik Lamela,97664.0,Giovani Lo Celso,substitution,Substitution,substitution,,,,,0.0,,,,,12,390
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,65.0,65.0,,65,20.0,Newcastle United,home,819.0,J. Shelvey,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,13,391
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,69.0,69.0,,69,20.0,Newcastle United,home,33645.0,Joelinton,1179.0,Dwight Gayle,substitution,Substitution,substitution,,,,,0.0,,,,,14,392
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,74.0,74.0,,74,6.0,Tottenham Hotspur,away,997.0,Harry Kane,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,15,393
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,85.0,85.0,,85,6.0,Tottenham Hotspur,away,989.0,Ben Davies,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,16,394
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,86.0,86.0,,86,20.0,Newcastle United,home,22536394.0,Matty Longstaff ,937.0,Nabil Bentaleb,substitution,Substitution,substitution,,,,,0.0,,,,,17,395
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,90.0,90.0,,90,6.0,Tottenham Hotspur,away,997.0,Harry Kane,,,goal,Goal,goal,,4th Goal,,,0.0,,,,,18,396
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-15 18:45:00+00:00,,19,397
11867583,Newcastle United vs Tottenham Hotspur,2020-07-15 17:00:00+00:00,3,Newcastle United,Tottenham Hotspur,0,,,,,,,,,,1,3,event,4,91.0,90.0,1.0,90+1,6.0,Tottenham Hotspur,away,915.0,Jan Vertonghen,997.0,Harry Kane,substitution,Substitution,substitution,,,,,0.0,,,,,20,398
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,pre_match,0,-1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1,399
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,period,2,0.0,0.0,,,,,,,,,,period,period,,,,1st_half,0.0,0.0,,,,,2,400
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,7.0,7.0,,7,65.0,Southampton,home,1505.0,Oriol Romeu,,,card,Yellowcard,yellowcard,Foul,,,,0.0,,,,,3,401
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,17.0,17.0,,17,78.0,Brighton & Hove Albion,away,95776.0,Neal Maupay,1129.0,Glenn Murray,goal,Goal,goal,,1st Goal,,,0.0,,,,,4,402
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,period,2,45.0,45.0,,,,,,,,,,period,period,,,,2nd_half,,0.0,,,,,5,403
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,whistle,5,45.0,45.0,,,,,,,,,,,,,,,,,0.0,,half_time,2020-07-16 20:00:00+00:00,,6,404
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,46.0,46.0,,46,65.0,Southampton,home,4659.0,Kyle Walker-Peters,1505.0,Oriol Romeu,substitution,Substitution,substitution,,,,,0.0,,,,,7,405
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,46.0,46.0,,46,65.0,Southampton,home,3596.0,Ché Adams,581055.0,Michael Obafemi,substitution,Substitution,substitution,,,,,0.0,,,,,8,406
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,59.0,59.0,,59,78.0,Brighton & Hove Albion,away,3298.0,Aaron Mooy,1129.0,Glenn Murray,substitution,Substitution,substitution,,,,,0.0,,,,,9,407
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,66.0,66.0,,66,65.0,Southampton,home,1450.0,D. Ings,979.0,Nathan Redmond,goal,Goal,goal,,2nd Goal,,,0.0,,,,,10,408
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,68.0,68.0,,68,78.0,Brighton & Hove Albion,away,129839.0,Martín Montoya ,9308200.0,Tariq Lamptey,substitution,Substitution,substitution,,,,,0.0,,,,,11,409
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,68.0,68.0,,68,78.0,Brighton & Hove Albion,away,96870.0,Yves Bissouma,23988.0,Davy Pröpper,substitution,Substitution,substitution,,,,,0.0,,,,,12,410
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,76.0,76.0,,76,78.0,Brighton & Hove Albion,away,31504.0,Pascal Groß,61780.0,Leandro Trossard,substitution,Substitution,substitution,,,,,0.0,,,,,13,411
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,76.0,76.0,,76,78.0,Brighton & Hove Albion,away,216612.0,A. Mac Allister,2423.0,S. March,substitution,Substitution,substitution,,,,,0.0,,,,,14,412
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,event,4,78.0,78.0,,78,65.0,Southampton,home,172357.0,Stuart Armstrong,581052.0,W. Smallbone,substitution,Substitution,substitution,,,,,0.0,,,,,15,413
11867584,Southampton vs Brighton & Hove Albion,2020-07-16 19:15:00+00:00,3,Southampton,Brighton & Hove Albion,0,,,,,,,,,,1,1,whistle,5,90.0,90.0,,,,,,,,,,,,,,,,,0.0,,full_time,2020-07-16 21:00:00+00:00,,16,414
