fixture_id,match,kickoff_utc,gameweek,home_team,away_team,derby,row_type,effective_minute,minute,extra_minute,minute_label,event_category,event_type_name,event_type_code,participant_name,participant_location,player_name,related_player_name,info,period_label,pressure_value,is_high_intensity,home_goals_final,away_goals_final,whistle_type,whistle_utc,time_added_minutes,row_sequence_in_match
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,64.0,64.0,0.0,64,card,Yellowcard,yellowcard,Leicester City,away,Wilfred Ndidi,,Foul,,0.0,False,4,1,,,,12
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,66.0,66.0,0.0,66,penalty,Penalty,penalty,AFC Bournemouth,home,Junior Stanislas,,,,0.0,True,4,1,,,,13
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,67.0,67.0,0.0,67,goal,Goal,goal,AFC Bournemouth,home,Dominic Solanke,Diego Rico,,,0.0,True,4,1,,,,14
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,67.0,67.0,0.0,67,card,Redcard,redcard,Leicester City,away,Caglar Söyüncü,,Violent conduct,,0.0,True,4,1,,,,15
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,71.0,71.0,0.0,71,substitution,Substitution,substitution,Leicester City,away,Harvey Barnes,Ayoze Pérez,,,0.0,False,4,1,,,,16
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,81.0,81.0,0.0,81,substitution,Substitution,substitution,AFC Bournemouth,home,Lewis Cook,David Brooks ,,,0.0,False,4,1,,,,17
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,83.0,83.0,0.0,83,goal,Own Goal,owngoal,AFC Bournemouth,home,Jonny Evans ,,,,0.0,True,4,1,,,,18
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,86.0,86.0,0.0,86,card,Yellowcard,yellowcard,AFC Bournemouth,home,Junior Stanislas,,Time wasting,,0.0,False,4,1,,,,19
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,87.0,87.0,0.0,87,goal,Goal,goal,AFC Bournemouth,home,Dominic Solanke,,,,0.0,True,4,1,,,,20
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,event,90.0,90.0,0.0,90,substitution,Substitution,substitution,AFC Bournemouth,home,Sam Surridge,Callum Wilson,,,0.0,False,4,1,,,,21
11867566,AFC Bournemouth vs Leicester City,2020-07-12 18:00:00+00:00,2,AFC Bournemouth,Leicester City,0,whistle,90.0,90.0,0.0,,,,,,,,,,,0.0,False,4,1,full_time,2020-07-12 19:45:00+00:00,,22
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,pre_match,0.0,,0.0,,,,,,,,,,,0.0,False,2,0,,,,1
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,period,0.0,0.0,0.0,,period,period,,,,,,,1st_half,0.0,False,2,0,,,0.0,2
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,27.0,27.0,0.0,27,card,Yellowcard,yellowcard,Crystal Palace,away,Wilfried Zaha,,Argument,,0.0,False,2,0,,,,3
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,27.0,27.0,0.0,27,card,Yellowcard,yellowcard,Aston Villa,home,T. Mings,,Argument,,0.0,False,2,0,,,,4
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,27.0,27.0,0.0,27,card,Yellowcard,yellowcard,Crystal Palace,away,Mamadou Sakho,,Argument,,0.0,False,2,0,,,,5
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,37.0,37.0,0.0,37,substitution,Substitution,substitution,Aston Villa,home,Matt Targett,Neil Taylor,,,0.0,False,2,0,,,,6
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,period,45.0,45.0,0.0,,period,period,,,,,,,2nd_half,0.0,False,2,0,,,,7
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,whistle,45.0,45.0,0.0,,,,,,,,,,,0.0,False,2,0,half_time,2020-07-12 14:00:00+00:00,,8
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,46.0,46.0,0.0,46,substitution,Substitution,substitution,Crystal Palace,away,James McCarthy,James McArthur,,,0.0,False,2,0,,,,9
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,49.0,45.0,4.0,45+4,goal,Goal,goal,Aston Villa,home,Mahmoud Trezeguet,,,,0.0,True,2,0,,,,10
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,54.0,54.0,0.0,54,card,Yellowcard,yellowcard,Crystal Palace,away,Cheikhou Kouyaté ,,Foul,,0.0,False,2,0,,,,11
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,59.0,59.0,0.0,59,goal,Goal,goal,Aston Villa,home,Mahmoud Trezeguet,Conor Hourihane,,,0.0,True,2,0,,,,12
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,65.0,65.0,0.0,65,substitution,Substitution,substitution,Crystal Palace,away,J. Riedewald,Cheikhou Kouyaté ,,,0.0,False,2,0,,,,13
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,65.0,65.0,0.0,65,substitution,Substitution,substitution,Crystal Palace,away,Andros Townsend ,Jordan Ayew,,,0.0,False,2,0,,,,14
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,67.0,67.0,0.0,67,card,Yellowcard,yellowcard,Crystal Palace,away,Luka Milivojevic,,Foul,,0.0,False,2,0,,,,15
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,75.0,75.0,0.0,75,substitution,Substitution,substitution,Crystal Palace,away,Max Meyer,Luka Milivojevic,,,0.0,False,2,0,,,,16
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,80.0,80.0,0.0,80,substitution,Substitution,substitution,Aston Villa,home,Keinan Davis,Ally Samatta,,,0.0,False,2,0,,,,17
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,80.0,80.0,0.0,80,substitution,Substitution,substitution,Aston Villa,home,M. Nakamba,Conor Hourihane,,,0.0,False,2,0,,,,18
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,88.0,88.0,0.0,88,substitution,Substitution,substitution,Aston Villa,home,Anwar El Ghazi,Mahmoud Trezeguet,,,0.0,False,2,0,,,,19
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,whistle,90.0,90.0,0.0,,,,,,,,,,,0.0,False,2,0,full_time,2020-07-12 15:00:00+00:00,,20
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,91.0,90.0,1.0,90+1,card,Yellowcard,yellowcard,Aston Villa,home,Douglas Luiz,,Foul,,0.0,False,2,0,,,,21
11867567,Aston Villa vs Crystal Palace,2020-07-12 13:15:00+00:00,2,Aston Villa,Crystal Palace,0,event,96.0,90.0,6.0,90+6,card,Redcard,redcard,Crystal Palace,away,Christian Benteke,,Violent conduct,,0.0,True,2,0,,,,22
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,pre_match,0.0,,0.0,,,,,,,,,,,0.0,False,0,5,,,,1
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,period,0.0,0.0,0.0,,period,period,,,,,,,1st_half,0.0,False,0,5,,,0.0,2
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,event,21.0,21.0,0.0,21,goal,Goal,goal,Manchester City,away,Raheem Sterling ,Gabriel Jesus ,,,0.0,True,0,5,,,,3
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,event,44.0,44.0,0.0,44,goal,Goal,goal,Manchester City,away,Gabriel Jesus ,Rodri,,,0.0,True,0,5,,,,4
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,period,45.0,45.0,0.0,,period,period,,,,,,,2nd_half,0.0,False,0,5,,,,5
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,whistle,45.0,45.0,0.0,,,,,,,,,,,0.0,False,0,5,half_time,2020-07-11 19:45:00+00:00,,6
11867568,Brighton & Hove Albion vs Manchester City,2020-07-11 19:00:00+00:00,2,Brighton & Hove Albion,Manchester City,0,event,53.0,53.0,0.0,53,goal,Goal,goal,Manchester City,away,Raheem Sterling ,Riyad Mahrez,,,0.0,True,0,5,,,,7
